"sample_id","stock_code","short_name","field_id","metric_name_cn","dimension","metric_type","candidate_status","value_candidate","unit_raw_candidate","unit_standardized_candidate","evidence_type_candidate","source_page","confidence_rule","precision_gate_status","rule_id","negative_category","severity","suggested_action","reason","evidence_context"
"R075","600117","西宁特钢","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_text","45;86","0.93","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","员工人数 人 55 安全生产培训次数 场 793 少数民族员工人数 人 407 安全生产培训时长 小时 62,700 残疾员工人数 人 92 安全生产培训人均时长 小时 20 员工流失率 % 3.30 安全生产应急演练次数 场 90 新"
"R075","600117","西宁特钢","S_Q_012","研发人员数量","S","quantitative","candidate_found","177","人","人","native_text","44;84","0.93","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。"," - 社会 环境合规管理 指标名称 单位 2025年 环保总投入 万元 11,122.90 创新驱动 环保总投入占营业收入比例 % 1.88 研发人员总数 人 177 污染物排放 研发人员占比 % 4.50 废气排放总量 万立方米 3,375,631.90 研发投入总金额 万元 24,861.42 颗粒物（PM）（有组织排放"
"R075","600117","西宁特钢","S_Q_012","研发人员数量","S","quantitative","candidate_found","177","人","人","native_text","18;32","0.95","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","对生产运营和环境安全的 影响。 行业协会任职 指标与目标 2025 年 中国钢铁工业协会 中国特钢企业协会 中国金属学会电冶金分会 研发人员总数 研发人员占比 177 4.50 会员 会长单位 会员 人 % 研发投入总金额 研发投入占总营收比例 24,861.42 4.20 万元 % 青海环保产业协会 青海省质量协会 青海企"
"R075","600117","西宁特钢","G_Q_002","独立董事人数","G","quantitative","candidate_found","3","人","","native_text","10;16","0.95","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","厂 厂 厂 厂 政 规 量 理 程 心 职程序依据《公司章程》及相关规则执行,确保程序规范、条件透明。 部 部 中 部 部 心 董事会现有成员9人,其中独立董事3人,占比33.33%,在审计监督及重大事项决策中发挥独立监督功能, 增强决策制衡机制"
"R077","600119","长江投资","S_Q_012","研发人员数量","S","quantitative","candidate_found","22","人","人","native_text","32;61","0.93","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","比 % 100 100 100 工伤率 % 0.6 1.9 0.5 接受反商业贿赂及反贪污培训的员工百分比 % 100 100 100 因工伤损失工作日数 日 22 120 0 社会绩效 员工体检覆盖率 % 56 79 87 吸纳就业情况 人 26 25 13 研发投入金额 万元 662.74 1,077.89 957.1"
"R079","600121","郑州煤电","S_Q_015","客户投诉数量","S","quantitative","candidate_found","57","件","件","native_text","31;58","0.93","","R_COMPLAINT_RATE_FOR_COMPLAINT_COUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","客户投诉数量字段疑似命中投诉处理率/回应率/满意度等比例口径。","动服务流程与服 务标准的统一落实,进一步夯实客户服务基础,提升客户满意度与合作黏性。 关键绩效 98 未发生 报告期内,公司 客户投诉事件,客户满意度为 分。 57 58"
"R079","600121","郑州煤电","G_Q_002","独立董事人数","G","quantitative","candidate_found","2","","人","native_table","15;26","0.46","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","header: 主任委员 | 成员 人数 | 独立董 事占比 || 战略与ESG委员会 | 非独立董事 | 5 | 2/5 | 研究长期发展战略与重大投资决策；指导 监督ESG管理。 || 审计委员会 | 独立董事 | 5 | 3/5 | 审核财务信息及披露；监督评估内外部审 "
"R080","600123","兰花科创","G_Q_002","独立董事人数","G","quantitative","candidate_found","9","名","人","native_text","30;56","0.6","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","董事制度》,制定《高层管理人员薪酬管理办法》,以诚信、勤勉、 尽责的态度认真履行董事职责,有效增强公司科学治理能力。2025年,公司累计召开董事会8次,共有董事9名, 其中独立董事3名,人数占比33.33%。 董事会治理绩效 指标 单位 2025年数值 董事会召开次数 次 8 董事会审议议题数量 个 58 董事会成员出席"
"R082","600126","杭钢股份","S_Q_009","因工死亡人数","S","quantitative","candidate_found","1300","人","人","native_table","52;100","0.96","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 1300 超过保守阈值 100，高概率为其他指标或 OCR 串列。","管理,开展困难职工建档与帮扶工作,切 实把工会组织的关怀与温暖送到职工身边。夏季高温期间,各级工会积极开展""送清凉""活动,投入专项经费 76342元,采购慰问品1300余份,慰问一线职工等超1300人次。 关键绩效 126 22.93 报告期内,帮扶困难员工 人次,帮扶金额 万元。 职业健康与安全 公司坚持“安全第一、预防为主"
"R082","600126","杭钢股份","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_table","55;106","0.71","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","header: 2025年环境、社会和公司治理报告 风险管控措施 公司全力完善应急管理体系,建立生产安全事故应急预案,明确职责与响应程序。每年组织至少一次综合或专 项演练,每半年一"
"R082","600126","杭钢股份","S_Q_015","客户投诉数量","S","quantitative","candidate_found","15","次","次","native_table","43;82","0.96","","R_COMPLAINT_RATE_FOR_COMPLAINT_COUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","客户投诉数量字段疑似命中投诉处理率/回应率/满意度等比例口径。","户满意度调查,了解客户对公司产品和服务的评价与需求,多年 来顾客调查问卷覆盖面和回复率均为100%。 在问卷设计阶段,公司从产品质量和服务质量两大维度出发,设置15项评价指标,系统构建满意度评价体系。 问卷回收后,公司采用主观评价和客观数据相结合的方法,对回收问卷进行详细分析,统计各项指标得分,并 将客户意见和建议进行整理"
"R082","600126","杭钢股份","S_Q_015","客户投诉数量","S","quantitative","candidate_found","100","次","次","native_text","43;82","0.93","","R_COMPLAINT_RATE_FOR_COMPLAINT_COUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","客户投诉数量字段疑似命中投诉处理率/回应率/满意度等比例口径。","理念,构建完善的客户服务体系,指导下属子公司制定《客户服务管 理规范》等多项制度,实现服务全流程标准化、规范化管理。通过多层次沟通渠道,及时了解用户需求,持续 100 报告期内,宁波钢铁客户满意度综合得分为 分。 优化产品质量与服务水平。依托研产销用协同机制,推出“量身打造+专业服务”模式,构建全方位服务保障体 系,实现快速"
"R082","600126","杭钢股份","G_Q_002","独立董事人数","G","quantitative","candidate_found","696.13","名","人","native_table","14;24","0.96","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","议事规则》规定,负责研究、制定公司 董事、高级管理人员的考核标准并进行考核,审查董事、高级管理人员的薪酬政策与方案,并就相关事项向董 事会提出建议。 关键绩效 696.13 公司现任及报告期内离任的董事、高级管理人员薪酬总额 万元。 风险管理与合规经营 合规经营 为深入贯彻习近平法治思想,坚持依法治企、合规经营,持续提升公司依法合"
"R082","600126","杭钢股份","G_Q_002","独立董事人数","G","quantitative","candidate_found","696.13","名","人","native_table","14;24","0.96","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 696.13 超过保守阈值 15，高概率为其他指标或 OCR 串列。","议事规则》规定,负责研究、制定公司 董事、高级管理人员的考核标准并进行考核,审查董事、高级管理人员的薪酬政策与方案,并就相关事项向董 事会提出建议。 关键绩效 696.13 公司现任及报告期内离任的董事、高级管理人员薪酬总额 万元。 风险管理与合规经营 合规经营 为深入贯彻习近平法治思想,坚持依法治企、合规经营,持续提升公司依法合"
"R082","600126","杭钢股份","G_Q_002","独立董事人数","G","quantitative","candidate_found","5","人","人","native_text","14;24","0.93","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","2025年环境、社会和公司治理报告 规范治理筑基 合规经营护航 董高薪酬管理 专门委员会 召集人 成员人数 独董人数 独董占比 战略委员会 董事长 5 1 20% 公司"
"R082","600126","杭钢股份","G_Q_010","腐败或违规案件数量","G","quantitative","candidate_found","944","件","件","native_table","47;90","0.96","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 944 超过保守阈值 100，高概率为其他指标或 OCR 串列。","签署《反商业贿赂协议》,明确禁止任何形式的商业贿赂行为,包括 但不限于以促销费、宣传费、赞助费等名义提供不正当利益等情形,确保合作全过程廉洁、合规。 关键绩效 944 757 报告期内,拥有质量管理体系认证的供应商 家,拥有环境管理体系认证的供应商 家, 136 拥有职业健康安全管理体系认证的供应商 家,未有因不合规被终止合"
"R083","600127","金健米业","S_Q_012","研发人员数量","S","quantitative","candidate_found","121","人","人","native_text","43;8","0.93","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","知识产权 当年授权专利数量 件 7 累计商标申请数量 件 40 研发&知识产权 累计商标注册数量 件 40 研发费用 亿元 0.41 研发 研发人员数量 人 121 研究人员占职工总人数比率 % 8.08"
"R085","600129","太极集团","S_Q_005","人均培训时长","S","quantitative","candidate_found","27","人","人","native_text","54;105","0.93","","R_TRAINING_INVESTMENT_FOR_TRAINING_HOURS","wrong_metric_or_context","high","flag_only_validate_against_gold","人均培训时长字段疑似命中培训投入/费用，而非小时或人均小时。","3年 2024年 2025年 员工培训绩效 治理绩效 0.047 0.050 0.046 0 0 0 人均培训投入 万元 重大违法违规处罚次数 次 16 16 27 600 600 500 守法合规培训次数 次 员工教育和培训支出 万元 约 约 约 1,400 2,000 3,800 319,678 479,517 312"
"R085","600129","太极集团","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_table","54;105","0.96","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","header: 指标 | 单位 | 2023年 | 2024年 | 2025年 || 员工培训绩效 || 人均培训投入 | 万元 | 0.047 | 0.050 | 0.046 || 员工教育和培训支"
"R085","600129","太极集团","S_Q_009","因工死亡人数","S","quantitative","candidate_found","38.46","人","人","native_text","54;105","0.93","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。"," 外部董事人数 人 员工安全 2 2 2 0 0 0 女性董事人数 人 新增职业病 例 5 5 5 0 0 0 独立董事人数 人 因工死亡人数 人 33.33 38.46 38.46 独立董事占比 % 1,371 1,469 575 组织职业健康安全培训次数 次 4 4 4 定期报告 份 73,231 89,211 60,995"
